color,RPM,stroke_frequency,producer_name
1583,238,634,160
166,539,230,840
180,409,691,914
1806,1697,854,1377
384,1786,914,1773
1268,1018,1248,1330
1386,568,1159,1486
654,1241,1889,835
1989,684,129,275
1636,178,698,472
1458,360,1630,1071
1917,783,1645,1444
1024,1457,852,1054
1313,1133,410,1929
1880,462,1307,161
503,1470,1233,1252
296,474,1917,387
1566,1311,1303,275
1712,908,497,852
661,1687,1379,519
1716,774,1861,1302
1259,313,422,919
1746,1482,1292,59
1615,237,1142,88
755,272,191,1180
1014,1238,1547,1164
459,168,864,143
659,1676,1825,1174
14,847,1451,181
208,554,689,1657
754,1448,434,1997
1811,1728,1454,508
1484,1835,46,444
831,594,762,1203
1249,1627,1820,1138
716,1150,1727,324
1447,1395,817,212
590,151,410,137
670,541,1548,626
1555,1873,227,965
1051,1660,1880,580
1394,764,743,1717
900,1734,1365,133
183,1782,630,348
1880,1566,1595,110
263,867,1698,294
1121,1897,363,1595
1418,1233,800,798
549,158,874,1125
1378,75,1668,980
1480,1539,466,237
152,1303,561,1265
1775,903,977,966
723,1508,1168,467
764,703,1262,103
265,642,1386,861
1083,741,1284,352
1893,232,421,264
1744,1907,681,97
812,742,105,125
580,53,1128,112
151,497,1161,585
1495,1635,1675,1327
1963,687,1391,697
547,388,553,625
1241,878,1204,727
1342,1949,1078,250
1595,409,530,312
1095,917,1962,49
349,235,1882,1928
308,42,1771,249
1354,1975,876,1204
1011,256,1539,1322
1591,458,253,519
1782,459,57,1919
196,733,1643,239
551,862,1026,1966
60,1188,356,326
1812,786,254,1201
1522,286,346,90
1360,0,435,1082
1433,1231,555,619
1262,732,272,648
1129,1209,1930,1081
385,1714,1544,1031
625,1123,366,802
1612,1576,831,1787
802,1955,1953,292
797,1017,1894,845
268,1880,381,1236
1976,359,483,883
1369,1413,1369,1418
598,1436,1408,423
1147,1217,584,1456
1755,1729,230,1696
1447,1756,1819,551
253,1424,308,928
1430,1633,1788,322
1285,291,294,140
1407,1825,222,1313
1620,1283,1322,405
625,746,613,526
836,1408,1043,1000
176,1380,1824,1603
699,888,618,641
1984,1743,303,489
241,1614,1097,764
339,1187,1641,1840
1730,243,1066,113
359,857,1462,148
810,1703,841,884
1436,802,1598,36
1492,740,358,491
366,1831,112,1583
693,629,1113,1879
1115,1773,1136,1255
1470,633,760,1516
1223,1982,1941,613
680,605,1317,1520
89,1036,1369,929
870,1303,1826,1523
980,1414,1734,1301
884,495,1220,868
1521,1487,715,1197
1072,337,1085,1670
1978,562,1303,457
1796,690,371,982
823,711,198,1141
1175,381,714,1886
1419,901,1210,1222
84,560,1563,1653
1280,1836,119,996
1834,1636,750,1629
1994,424,1539,803
906,610,1314,1703
1647,141,69,1445
556,1305,706,1292
1188,1991,1188,845
1229,1591,1886,1740
516,188,658,1241
1339,1038,344,474
1867,1064,103,1210
778,333,1500,1724
1479,1138,1403,676
737,71,1495,1779
295,1501,120,106
1603,945,479,1679
940,214,179,1066
1891,245,356,603
1876,1169,1425,1279
522,1016,171,1820
180,315,1539,1542
259,1611,1288,1149
1485,323,1545,1358
621,1586,892,217
842,361,1568,1148
997,1987,1891,796
1183,1165,1479,1885
348,1699,1077,896
610,967,796,288
1599,374,621,1329
898,1132,1297,1092
1824,1352,1319,1994
794,1752,1482,583
977,235,906,1380
1076,1863,1142,526
1755,1198,1585,951
1578,1560,1520,1065
636,405,477,748
1621,962,248,1335
574,1605,1586,790
1575,1603,1917,774
773,225,355,1624
1866,951,1661,1779
459,1347,630,266
1967,578,1959,274
637,1671,241,1028
421,1880,983,1717
446,660,1542,1270
742,1251,1928,1541
996,408,146,1576
967,1236,1871,1432
727,1904,1373,1332
1981,936,1995,1803
848,133,1260,693
1109,588,1113,962
1139,608,1676,1530
98,1139,562,1830
714,86,1378,561
179,335,1749,709
1175,1818,1698,769
442,158,515,1053
626,807,1471,460
270,1426,1008,1758
1270,1265,27,422
718,1054,1536,38
1199,605,1947,1110
1744,1768,1773,580
17,668,298,915
696,579,534,410
271,988,560,1011
1407,257,18,1407
741,1804,929,1601
529,1186,1059,683
895,1120,1214,1701
1553,285,1025,1783
260,80,1640,372
1986,1076,704,1067
289,1596,452,1705
634,1751,1145,816
1151,378,582,1140
1561,793,1085,938
99,627,1771,1383
1642,1191,1537,1799
971,1057,718,1478
865,739,126,801
999,1007,1219,129
1537,980,145,841
1936,306,1573,614
1626,747,1417,1789
761,1392,698,119
1246,185,1720,1130
293,1994,927,1091
1543,1061,1667,553
396,779,1662,1244
1852,945,1858,1593
461,1561,1584,1893
137,939,867,1384
1407,943,1713,349
1001,238,914,9
1684,47,1084,599
802,1278,877,636
1411,1185,1872,1536
801,414,1591,1212
861,1189,540,770
128,820,999,1336
1389,1088,1265,106
438,1112,1881,818
1766,123,954,652
222,423,1002,1675
1299,1451,718,1991
931,1506,1916,1930
899,1379,1511,1150
813,1413,1451,754
1467,493,243,910
1764,164,1122,1908
1929,997,1935,1834
770,732,503,22
1052,1844,364,516
1010,264,277,1116
1043,1316,994,1498
897,1431,963,53
1885,1003,1911,1491
1176,618,1148,1197
55,279,1312,1158
1432,863,799,1188
624,646,139,1570
378,1379,1699,477
1518,811,1853,1452
1299,756,991,1473
606,1425,810,1111
48,426,122,957
759,765,1578,172
1760,547,1245,587
1317,1273,1047,1904
1372,364,585,903
817,1345,125,1456
186,188,799,1992
409,1168,511,1743
845,906,1869,1380
1321,1676,84,1246
1519,1209,1821,428
45,1917,22,917
515,288,883,1267
757,1545,1088,1658
1926,1430,1797,716
87,1546,1916,1620
676,816,1280,1382
470,1045,503,546
572,218,1731,988
457,420,1808,138
1867,1132,732,1707
79,70,1543,985
499,1902,1963,947
1438,568,142,351
43,1357,393,1232
10,757,137,340
1589,1585,247,1633
927,1561,61,1036
1446,450,1824,1901
713,42,617,1398
1179,867,292,152
811,1898,1667,604
1200,302,80,1538
1003,1651,1289,1898
706,262,924,1093
919,673,1815,828
781,1159,277,1426
724,1567,638,1837
1692,557,46,1364
1565,1086,1781,1608
613,1817,1643,1649
1872,516,201,865
1172,1985,154,446
1530,1515,1108,123
376,1960,1680,1574
346,1870,1683,1640
968,1798,69,518
1019,189,1682,1645
1791,446,602,815
1484,1849,184,982
857,32,1351,370
1272,1366,264,350
1369,1672,1773,1260
1384,490,1394,1289
1085,90,21,345
64,1891,993,100
678,858,138,1370
716,1135,1260,1396
555,1377,23,318
1632,1101,240,1241
1980,1681,887,1537
63,1793,1048,1508
60,16,1047,1689
1035,1169,1371,1176
526,1167,1183,1356
863,1856,1800,11
611,918,1528,277
846,1,1958,1533
1422,1327,343,1419
1409,172,1607,726
1833,769,1665,1150
1698,970,47,807
642,1684,1486,1167
617,377,414,595
1868,1618,1728,1052
893,1107,1893,744
1747,1180,1460,755
189,315,991,939
1877,1443,813,1651
1403,1951,121,202
1197,1977,1929,1119
1751,1279,763,297
1973,331,545,1904
278,25,599,1983
792,217,1238,1207
902,747,1184,1920
784,1253,17,1074
1118,1317,1096,6
748,551,703,648
459,157,1349,1307
1348,1947,893,1800
118,103,491,1801
105,365,1828,1381
1543,522,1628,692
905,1932,1828,799
1127,659,402,1838
1317,507,1906,1874
1587,1265,743,1757
583,125,381,598
607,421,598,1799
1891,1363,605,1943
1836,1827,994,707
1000,1348,1430,1524
1455,1778,1586,1018
826,1755,639,1608
1731,1838,1374,994
1304,1071,1381,1747
1277,518,1767,341
1903,232,594,1718
922,1920,1580,305
1521,1840,1902,171
866,920,460,406
115,77,797,196
1242,1891,1101,1935
54,151,785,981
1323,996,1603,300
82,124,576,1055
47,1142,843,189
1205,161,1636,1127
122,339,1940,1076
524,1179,511,654
101,775,1596,145
1298,1322,739,6
416,1043,1881,1555
68,1378,113,53
1949,14,767,842
1774,1193,1038,1147
1423,862,395,1152
695,1526,1678,1645
1552,304,1462,667
1388,1613,960,630
1524,833,770,779
376,395,715,1215
3,1233,1907,608
1050,640,502,1562
1900,1317,701,65
1439,368,1778,896
975,147,88,28
949,1808,1133,1291
761,446,41,1301
1014,248,597,816
629,1101,1055,1155
445,1823,1083,14
1955,659,156,711
1569,528,1280,1876
1750,145,741,1844
1611,1365,1020,125
1232,1514,1690,1569
1462,1769,1682,1377
1403,1620,591,1982
229,1176,596,453
416,1759,900,1245
1426,1521,936,44
1964,1808,874,1672
1879,608,1669,294
1088,1399,649,1968
243,352,1399,1915
194,1511,1689,206
725,1264,217,1241
381,156,938,1295
1049,620,1275,1202
1489,1721,669,660
1376,1520,25,808
301,764,1980,1752
234,1672,1310,1733
1438,1536,1818,1752
1623,746,822,159
1347,294,1419,1745
1658,1390,1276,817
1381,821,1281,1015
904,136,1403,258
903,448,1173,29
910,347,680,976
1165,1745,1351,74
811,770,1994,838
593,470,170,947
1916,803,58,613
233,1170,1810,470
1683,474,1170,214
1259,807,863,903
864,1180,1145,1677
1024,815,1816,1284
96,1519,352,1533
182,1101,1529,363
611,1996,1280,1968
259,820,870,1326
179,1050,211,1840
1933,1285,1140,1021
1061,1286,1594,1499
1569,102,1308,131
1038,1739,845,949
748,270,585,1423
546,64,358,25
1866,496,240,417
659,1576,1942,1368
1121,399,402,828
786,1884,1460,1536
1960,819,569,243
654,1298,337,1985
1228,1299,596,749
1334,1114,1592,359
1889,1709,1276,1545
1420,1977,608,1690
1802,882,1028,902
223,652,256,1717
931,1647,1187,1469
8,1256,1676,440
1944,118,1249,208
727,1823,941,1589
422,546,1943,1285
1193,133,1245,857
580,581,904,1093
681,532,206,763
1086,1382,1160,1139
1280,1724,1971,692
1959,1949,1728,860
1423,312,810,942
902,733,1460,57
1120,1661,412,1359
673,17,1659,534
1765,900,19,1782
406,633,388,1744
737,519,1126,1658
1904,1662,1337,688
197,1578,1794,1102
609,1230,1929,1937
440,611,1866,421
1163,1491,135,1333
73,1993,1254,1760
263,602,212,200
601,1558,1186,1617
818,606,232,845
74,1938,1147,1521
823,642,799,1428
1238,625,1780,1961
1666,1349,611,1551
526,1896,1823,810
1118,1665,1031,320
440,1139,1031,192
895,384,1830,1326
1629,1590,19,472
237,1985,515,240
999,511,795,922
98,1006,592,1831
576,1633,1211,544
1251,1164,158,467
1483,1873,777,1397
1118,1209,1326,1278
1262,561,1298,1066
1884,627,89,1573
1847,1058,1961,1154
1064,54,1596,110
235,1902,574,647
413,303,641,660
425,568,294,1164
223,515,1593,1444
1317,635,1447,216
690,232,967,1626
1299,273,1751,386
1623,800,1972,286
544,1315,1717,1115
1115,1240,1711,806
51,1368,255,1186
1162,281,356,879
1287,1872,946,517
71,1652,229,476
1034,473,902,1991
1808,1821,369,255
32,510,215,1282
545,661,1936,1613
1430,948,691,985
762,386,845,1974
971,1177,478,403
1388,1742,1556,1709
1562,991,960,178
851,1185,1494,1583
949,1158,664,1143
1093,1127,890,634
856,261,1465,1950
283,803,1483,195
371,606,833,1433
1723,798,1718,780
1793,1295,823,882
1119,1428,948,1137
144,1757,880,974
1746,110,921,691
1028,804,450,1878
1328,728,765,356
1124,1844,1766,1667
1588,1463,80,161
1986,1738,566,1127
115,25,501,997
692,1375,1619,999
1227,363,433,77
1173,947,1455,1356
1254,11,671,1584
110,681,724,1370
211,300,794,335
885,15,1508,1924
695,1979,626,1723
1633,186,1924,329
510,1328,759,1826
1528,661,919,825
1244,442,1400,51
542,468,275,372
176,1767,257,715
1802,1312,292,1672
850,37,1398,437
1456,883,1849,833
1158,527,834,327
418,561,16,1896
1973,1522,1601,99
1319,1529,950,1231
239,1068,1074,1113
1126,1417,798,250
689,314,936,916
1009,806,440,606
998,1862,174,1676
1353,1690,486,1657
67,1557,399,492
66,608,1053,654
1539,1095,1245,1726
1695,354,882,1083
1900,1772,711,1748
1746,1698,1334,1748
1604,1312,1444,39
1478,963,542,1120
1959,306,1971,1696
620,1976,833,249
872,1608,212,616
1144,983,218,858
1129,397,1395,1578
1270,1677,249,1312
412,1053,890,201
580,20,1120,1934
932,602,1354,828
1368,1947,1487,346
1883,949,412,1652
166,658,1142,1407
1011,376,1199,1287
1906,1112,1971,1971
1869,1867,262,1379
1452,891,1629,831
132,1546,384,529
605,1961,1054,1128
1454,1158,901,763
400,383,1031,499
1772,1638,358,1490
609,1699,747,1277
1349,218,1652,1807
1332,480,1652,1975
1557,1770,1180,1942
1441,1270,331,682
1250,1940,1512,759
932,1574,1970,221
1087,1875,793,631
1459,932,63,8
830,535,1657,1151
1948,572,1767,1416
313,959,1177,1800
1966,394,632,237
1492,750,258,640
584,167,482,1888
1417,623,1777,32
1420,1965,1778,1219
1906,1749,75,936
787,190,253,987
838,1258,512,1702
376,319,1773,165
411,1100,945,475
370,890,1339,1738
519,1649,7,1682
590,911,400,1135
1411,249,1293,1553
1388,1495,1988,91
1423,702,262,460
125,1975,853,1197
4,1264,1307,752
1969,357,948,1069
1660,1810,803,938
951,1314,632,826
61,1082,1779,1928
1286,1529,494,161
1299,661,1391,1831
937,1854,1923,1336
1033,701,1487,1611
533,610,1863,622
521,1610,861,544
369,445,142,748
1887,1953,1444,1352
1860,106,970,990
806,1837,48,1181
1804,343,164,1225
815,1666,612,483
404,1902,774,1572
883,939,1656,1996
189,458,1766,795
597,1666,1134,101
1008,494,712,1680
614,1336,939,1151
1381,1191,1308,1945
1312,1130,1230,925
196,1192,537,1402
1876,221,1734,606
28,216,940,1156
927,758,450,216
1625,551,764,1847
412,1268,621,1577
704,934,1508,80
1702,407,587,1741
642,210,1014,1796
1094,728,330,197
367,1722,1989,254
35,1002,117,766
1357,297,215,283
1641,156,1502,1628
32,46,571,643
1562,1766,3,137
1433,1549,1769,1085
487,662,1452,348
394,1232,1559,437
526,907,1091,782
70,1121,178,453
1641,1821,1913,767
1369,812,1603,816
1680,116,93,1075
128,1027,826,1767
1868,1580,522,410
339,321,696,527
28,994,310,117
1602,1597,125,1820
1239,1758,360,598
212,519,1242,995
119,657,1112,1481
846,1251,805,93
398,1598,1907,736
311,1369,293,1996
11,1779,1217,192
614,1919,753,576
1457,599,829,867
207,608,615,681
1788,1403,1266,772
702,875,1847,1033
649,341,650,1025
995,491,1907,15
1440,261,166,576
703,1419,1709,712
376,949,1861,1842
1707,530,44,147
98,22,1216,1298
555,1393,620,698
1702,825,607,1182
1225,48,1243,1114
1784,1405,75,1810
1488,1312,54,776
517,1921,1041,949
628,1966,474,264
232,1381,1248,1912
303,1030,493,388
1838,344,554,1124
253,1589,1572,698
1778,1524,385,1067
238,248,1371,913
467,548,363,1841
1891,262,1877,238
159,845,715,185
1805,1236,497,1340
1037,602,21,1543
681,1484,1974,1694
1776,1639,652,700
849,293,675,388
1706,248,599,89
851,409,899,915
1877,1422,797,1947
1730,11,137,1192
595,1770,1052,1612
1479,1142,333,497
1037,1952,571,945
1416,1781,478,1305
1469,1294,1470,1284
501,597,968,504
760,1222,85,744
786,1817,1309,90
563,1890,580,94
527,1017,13,1102
1188,414,415,1874
655,897,1125,58
1322,17,1699,1148
1724,778,123,1722
321,895,1157,138
1489,1420,1392,190
764,559,1311,1493
1212,910,1376,939
1408,1390,138,1459
431,574,456,63
1539,871,1297,336
1300,1994,1133,1891
1884,322,440,258
291,27,1893,1923
387,1174,680,809
1968,1308,1712,1983
696,1680,1369,374
120,985,56,198
1374,1355,772,188
963,867,521,498
1116,580,729,833
1067,1753,1444,106
594,813,1049,1598
597,1281,125,467
1547,1113,371,191
153,1122,12,1191
1895,294,1649,1876
1953,1445,1702,495
1423,736,1178,1122
580,181,1543,1460
1016,596,474,1966
1988,720,1206,470
10,675,1150,1603
1463,1321,795,454
518,279,1169,1208
744,1051,755,762
3,1715,413,5
1909,1164,1502,9
686,1820,118,1682
1323,631,773,198
1250,627,1968,1230
1457,1012,1095,935
656,1536,429,1417
1226,283,607,1498
441,235,187,1638
1880,435,1458,1414
1742,6,837,1968
841,341,440,1819
1374,161,1680,1803
446,746,1324,516
1232,186,510,37
1700,406,1829,1931
309,1409,1955,554
383,1479,324,1141
886,1913,1187,459
812,53,465,1778
1572,1379,1357,776
492,133,1553,252
1498,1354,1928,334
1937,1054,1132,758
247,1830,115,424
239,1105,566,969
194,613,86,1487
871,1924,1843,1910
767,1132,1087,1964
919,1928,1576,1454
1789,1085,1358,1312
1257,147,1081,968
266,11,1885,1746
790,283,1714,1366
1845,1928,1384,1262
1781,590,156,1236
74,1305,1620,1234
1835,1947,630,1786
616,251,545,882
682,473,797,926
622,544,1816,324
881,1791,291,869
543,1869,272,1531
767,116,296,1204
1099,1015,405,1662
713,416,80,813
800,978,480,388
760,991,350,739
1194,82,1218,1217
523,1586,477,1511
820,1778,1872,418
746,216,1450,649
977,1234,1946,1931
1674,891,1496,676
1971,562,2,157
1522,1294,1522,299
1540,376,1672,43
1488,1808,414,280
1487,1719,821,1017
1355,1612,1775,1706
1359,17,815,1591
1353,844,1503,351
397,1142,1974,646
1927,837,1775,881
223,1088,1162,1668
1131,62,1815,1476
1829,473,298,1790
1121,1439,436,945
231,1877,1979,1555
1525,490,1975,1518
1515,571,373,1234
825,1953,1438,1266
87,1727,926,1465
531,859,831,1377
901,1788,408,1501
1738,281,1480,1606
436,1045,1140,165
887,237,1358,231
927,42,1389,876
1822,145,353,1472
993,1031,1576,78
1242,574,903,123
1056,880,268,1751
1647,1446,1818,1943
1339,1329,1297,1103
142,100,1689,759
1956,294,1763,41
1969,193,1339,1035
915,807,1132,483
1389,1351,1463,8
600,1071,1835,1731
1688,1643,490,1943
173,1465,1909,1854
1793,1965,982,649
1376,1535,1843,1863
606,1757,288,1512
1915,583,1315,324
1481,1656,1893,1052
1017,257,343,1232
1895,582,1654,1797
1517,229,985,1884
118,1040,137,433
775,1757,189,1418
1878,88,1202,287
1782,1910,1906,770
47,158,1769,1033
774,474,630,1887
1299,417,1160,1272
723,170,1119,1809
1827,1564,1742,1922
126,459,1977,192
1678,118,1991,36
1787,171,711,1922
1182,570,70,1803
724,577,1837,1689
35,1826,1240,1734
316,125,1455,1963
1002,1964,706,510
1397,550,408,1844
1050,1687,212,1352
1729,469,1477,1222
65,595,978,1578
808,268,672,1047
1683,1877,1647,373
748,841,1260,524
1701,529,306,1827
508,596,72,883
1787,1901,1483,754
1965,917,1108,1768
1745,760,1374,115
234,281,1286,607
1295,283,1585,327
749,523,388,1819
1618,1685,912,785
486,759,1733,789
351,857,1318,743
356,510,819,465
1495,199,572,1180
1041,567,953,1857
873,1993,1930,1273
626,1541,1506,214
974,981,326,1964
382,1682,230,263
1482,1835,1054,1985
1268,1769,1703,972
113,1663,632,248
970,908,1221,671
886,107,1224,82
121,1897,955,199
1279,662,1702,853
533,679,1876,787
575,236,74,996
1048,1687,938,1698
1590,1251,274,1698
298,179,1020,1160
982,1038,33,1422
41,363,882,336
1850,1795,1611,1797
818,1793,573,896
1184,1664,974,563
1173,810,983,1970
1765,718,1488,739
676,553,1772,190
1391,32,1913,1417
422,508,475,438
1602,929,818,655
156,1038,1749,1544
1351,1109,1299,1151
1048,1428,101,1817
1463,1508,420,1349
740,1965,739,119
836,926,307,1884
442,1145,1767,817
1513,322,878,1503
978,334,1532,1064
1130,1713,1826,193
1016,1067,1788,1176
301,774,473,19
631,703,1858,485
1482,988,306,630
423,8,1205,1805
1193,535,652,41
977,1018,150,1530
505,1739,1595,869
1636,1659,968,26
1864,1830,545,1800
1972,1701,1849,313
1,54,1234,910
207,933,302,1887
817,1008,912,581
1783,1417,774,1084
357,173,623,347
1975,852,1612,752
1718,1731,520,1140
478,547,396,1826
1469,637,569,900
4,927,798,1089
1173,155,1789,690
992,798,821,1692
1503,1648,1333,555
1442,1579,185,270
1153,1188,850,1078
1257,192,1638,1327
233,1477,357,1061
1473,1408,448,826
1688,1757,748,1655
930,1563,319,198
1375,1232,1660,729
792,1089,345,1643
1144,1084,1567,113
647,1268,1067,453
167,1430,330,1612
786,1554,42,619
1450,681,1643,802
1383,1632,63,644
1839,1771,27,20
74,1210,1894,1
942,1781,1405,1
656,70,1081,984
1353,1526,695,1620
1200,1026,460,52
1687,1246,1317,1872
670,1916,1869,1316
1545,912,1303,241
461,1002,1833,1424
565,708,1787,1753
1061,1358,564,461
1709,1908,692,921
208,1089,374,1974
320,689,762,123
707,1117,1899,1185
670,1392,1972,245
1395,518,294,1607
972,1244,308,1571
79,1426,1452,1176
1452,1490,1299,1450
1506,410,1267,1861
1724,1291,1369,210
844,1623,823,578
54,703,62,207
1255,457,155,1709
488,417,481,172
1528,82,313,1396
635,711,1263,356
1530,743,652,1819
1109,247,1123,879
846,1240,239,921
961,608,809,1859
881,1775,302,1821
1327,994,537,1006
1453,1799,1364,958
1657,1953,1750,114
1849,139,206,765
1590,1374,1625,637
860,1122,1811,1303
211,414,1712,1481
358,689,1861,1794
1173,152,735,1918
209,5,1780,1921
718,310,1181,7
511,460,126,825
655,449,1820,1765
252,1627,1587,1136
1620,1273,1832,1320
830,53,1541,449
787,1716,631,294
408,1828,1475,710
1967,1717,1181,1750
1054,1917,780,1135
1449,1896,508,952
168,1565,224,254
1313,1749,1846,1431
35,982,324,806
976,1320,557,755
1738,844,261,763
1338,917,477,1036
1243,1593,153,1063
499,636,1499,6
1313,1064,1774,317
689,1645,583,665
1320,769,1516,658
1243,1176,1760,1611
977,53,1344,1658
114,1966,707,1986
803,1045,696,1641
1152,455,915,317
1243,726,1515,142
61,950,485,1791
970,1413,987,83
918,1757,1599,166
1279,1687,128,1768
1277,211,489,742
949,1183,1797,547
489,125,1331,78
466,1908,1458,697
807,188,1685,1323
1539,533,852,1998
39,1740,250,1027
75,247,1470,722
1727,1325,1175,540
1516,968,1886,1736
1741,1637,1359,586
1967,754,387,119
34,1943,1453,1580
1368,73,37,1843
851,305,1210,607
857,1006,106,1602
1959,129,782,1412
1375,1435,388,1176
772,1095,877,1242
622,497,913,1080
1930,530,1832,1154
815,1833,188,1627
692,1530,716,1521
761,1369,495,1821
1390,1998,1199,205
1273,931,1644,841
1740,291,1213,224
1350,988,1819,1386
128,312,1535,1615
1474,671,1747,635
256,974,453,1241
1839,1455,993,1099
510,688,981,439
798,811,1674,890
679,4,1547,1705
1316,504,1274,163
959,640,1413,1835
252,632,1413,686
283,91,174,1033
1878,581,29,1101
66,1511,217,1545
1810,1751,1401,233
1170,408,901,353
904,329,1559,1538
770,1020,618,645
1822,1437,1511,1830
1117,662,565,1916
324,905,699,1680
937,858,1875,561
695,1828,1613,1000
845,1300,865,1309
523,161,50,559
76,1071,1277,644
71,787,1096,499
1369,1229,1427,1932
322,569,372,1813
469,1694,1702,436
1403,1242,91,29
12,770,1950,614
1804,288,952,823
1192,1593,1368,385
